OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,WoodDeckSF,YrSold,SaleCondition,SalePrice
7,5,2004,2005,600,600,0,1200,0,0,2,1,2,1,4,0,2010,Normal,151000
7,5,2002,2002,1494,0,0,1494,1,0,2,0,3,1,6,192,2008,Normal,221000
7,6,1965,1990,768,800,0,1986,0,0,2,1,3,1,7,0,2009,Normal,205000
5,5,1996,1996,1040,0,0,1040,1,0,1,0,3,1,6,168,2009,Normal,152000
5,8,1948,2002,896,896,0,2008,1,0,3,0,3,1,8,103,2006,Normal,225000
8,6,1934,1998,965,1254,0,3194,0,0,2,1,4,1,10,0,2007,Alloca,359100
4,5,1961,1961,1029,0,0,1029,1,0,1,0,3,1,5,64,2007,Normal,118500
9,5,2000,2000,1440,677,0,2153,1,0,2,1,3,1,8,253,2009,Normal,313000
6,6,1978,1978,1032,0,0,1032,0,1,2,0,3,1,6,0,2007,Normal,148000
8,5,2001,2001,1299,573,0,1872,1,0,2,1,3,1,7,160,2009,Normal,261500
5,5,2007,2007,1120,0,0,1120,0,0,1,0,3,1,6,0,2007,Partial,147000
4,6,1972,1972,630,0,0,630,1,0,1,0,1,1,3,96,2010,Normal,75500
6,7,1963,1963,936,0,0,1054,1,0,1,0,3,1,6,120,2010,Abnorml,137500
6,5,2002,2003,783,702,0,1509,1,0,2,1,3,1,7,100,2006,Normal,183200
6,6,1954,1954,832,0,0,832,0,0,1,0,2,1,4,0,2008,Normal,105500
9,5,2007,2007,1822,0,0,1828,0,0,2,0,3,1,9,0,2007,Partial,314813
8,5,2003,2003,1482,780,0,2262,1,0,2,1,4,1,10,168,2008,Normal,305000
3,3,1914,1950,864,0,0,864,1,0,1,0,2,1,5,0,2008,Normal,67000
6,7,1974,1997,1522,1066,0,2614,0,0,2,1,4,1,9,38,2008,Normal,240000
5,6,1977,1977,980,0,0,980,0,0,1,0,3,1,6,192,2009,Normal,135000
6,5,2000,2000,756,756,0,1512,0,0,2,1,2,1,4,0,2007,Normal,168500
6,5,1972,1972,732,778,0,1790,1,0,1,2,4,1,8,148,2006,Normal,165150
6,6,1962,1962,1116,0,0,1116,0,0,1,1,3,1,5,0,2010,Normal,160000
5,5,1960,1978,978,0,0,1422,0,0,1,0,3,1,6,0,2007,Normal,139900
6,6,1955,1972,1156,0,0,1520,1,0,1,0,3,1,7,0,2010,Normal,153000
5,5,1969,1969,1040,1040,0,2080,0,1,1,2,5,1,9,335,2007,Family,135000
6,5,1964,1964,1248,0,0,1350,1,0,1,1,3,1,6,176,2008,Normal,168500
5,6,1880,1991,636,661,0,1750,0,0,1,0,3,1,8,0,2006,Abnorml,124000
8,5,2006,2006,1554,0,0,1554,0,0,2,0,2,1,6,156,2007,Normal,209500
7,5,1977,1977,1386,0,0,1411,0,0,2,0,3,1,6,192,2009,Family,82500
5,7,1954,2005,1056,0,0,1056,0,1,1,0,3,1,6,390,2007,Normal,139400
6,5,1980,1980,1056,0,0,1056,2,0,0,0,0,2,4,264,2010,Normal,144000
6,7,1914,1995,1440,1440,515,3395,0,0,2,0,8,2,14,0,2007,Abnorml,200000
2,3,1936,1950,264,0,0,800,0,0,1,0,1,1,4,0,2009,Normal,60000
5,4,1954,1954,811,576,0,1387,0,0,2,0,3,2,7,0,2009,Normal,93000
5,7,1910,1950,796,0,0,796,0,0,1,0,2,1,4,328,2008,Normal,85000
8,5,2006,2006,1520,0,0,1567,1,0,2,0,1,1,7,312,2006,Partial,264561
8,5,2003,2004,1518,0,0,1518,0,0,1,1,1,1,6,185,2008,Normal,274000
7,5,2001,2001,1057,872,0,1929,1,0,2,1,3,1,7,0,2007,Normal,226000
8,7,1972,1995,1952,704,0,2704,1,0,2,1,4,1,9,269,2009,Normal,345000
5,5,1969,1969,780,840,0,1620,0,0,2,1,4,1,7,208,2007,Normal,152000
9,5,2009,2009,1766,0,0,1766,1,0,2,1,2,1,7,195,2009,Partial,370878
6,5,1971,1971,981,0,0,981,1,0,1,1,3,1,5,0,2007,Normal,143250
5,5,1950,1950,0,0,0,1048,0,0,1,0,3,1,7,0,2008,Normal,98300
6,5,1953,1953,1094,0,0,1094,0,0,1,0,3,1,5,0,2008,Normal,155000
6,5,1966,1966,756,788,0,1839,0,0,1,1,4,1,7,0,2010,Normal,155000
4,6,1970,1970,630,0,0,630,1,0,1,0,1,1,3,0,2007,Normal,84500
7,6,2007,2007,813,843,0,1665,0,0,2,1,3,1,7,0,2008,Normal,205950
4,5,1940,1950,755,755,0,1510,1,0,1,0,4,1,7,120,2009,Normal,108000
7,5,1996,1996,880,807,0,1716,0,0,2,1,2,1,7,0,2009,Normal,191000
6,7,1906,1995,756,713,0,1469,0,0,1,0,3,1,7,57,2008,Normal,135000
8,6,1995,1995,2109,0,0,2113,1,0,2,1,2,1,7,236,2008,Normal,350000
6,5,1971,1971,525,567,0,1092,0,0,1,1,3,1,6,0,2010,Family,88000
5,7,1959,2006,1053,0,0,1053,1,0,1,1,3,1,5,0,2008,Normal,145500
7,6,1931,2000,776,651,0,1502,0,0,1,1,3,1,6,0,2008,Normal,149000
6,5,1948,1950,912,546,0,1458,0,1,1,0,3,1,6,192,2010,Abnorml,97500
5,7,1964,1999,1486,0,0,1486,1,0,1,0,3,1,7,0,2009,Normal,167000
7,7,1976,1976,793,793,0,1935,0,0,2,1,3,1,7,0,2007,Normal,197900
8,7,1994,2005,1629,762,0,2448,1,0,2,1,4,1,8,517,2009,Normal,402000
6,3,1968,1968,1392,0,0,1392,1,0,1,0,2,1,5,0,2009,Normal,110000
4,5,1972,1972,1138,0,0,1181,1,0,2,0,3,1,6,0,2008,Normal,137500
8,5,2005,2006,2077,0,0,2097,1,0,1,1,1,1,8,192,2006,Partial,423000
8,5,2000,2000,1406,482,0,1936,0,0,2,1,3,1,7,188,2006,Normal,230500
6,5,1965,1979,1021,915,0,2380,0,0,2,1,3,1,7,0,2007,Abnorml,129000
6,5,1994,1998,1408,0,0,1679,1,0,2,0,3,1,7,224,2008,Normal,193500
5,6,1956,1987,1188,0,0,1437,1,0,1,1,3,1,6,304,2006,Normal,168000
4,5,1922,1950,700,0,0,1180,0,0,1,0,2,1,5,0,2006,Normal,137500
6,5,2005,2005,738,738,0,1476,1,0,2,1,3,1,7,100,2009,Normal,173500
6,6,1925,1950,672,672,0,1369,1,0,2,0,3,1,6,147,2009,Normal,103600
6,6,1977,1977,1208,0,0,1208,1,0,1,1,3,1,6,198,2006,Normal,165000
6,7,1957,2004,1477,0,0,1839,1,0,2,0,3,1,7,0,2007,Normal,257500
6,6,1965,1965,1136,0,0,1136,1,0,1,0,3,1,5,426,2008,Normal,140000
6,6,1978,1978,855,586,0,1441,0,0,2,1,3,1,7,28,2009,Normal,148500
4,2,1900,1950,1095,679,0,1774,1,0,2,0,4,2,8,0,2006,Normal,87000
5,8,1924,2006,768,0,0,792,0,0,1,0,2,1,5,316,2009,Normal,109500
8,5,2008,2008,2046,0,0,2046,0,0,2,1,3,1,7,322,2009,Partial,372500
5,5,1961,1961,988,0,0,988,1,0,1,0,3,1,5,0,2007,Normal,128500
6,5,1980,1980,923,0,0,923,0,0,2,0,2,1,5,80,2010,Normal,143000
5,5,1932,2000,793,672,0,1520,0,0,1,0,3,1,6,0,2009,Abnorml,159434
6,5,1996,1997,1291,0,0,1291,1,0,1,0,2,1,6,307,2008,Normal,173000
9,5,2002,2002,1626,0,0,1668,1,0,2,0,3,1,7,257,2007,Normal,285000
7,5,1998,1998,1195,644,0,1839,0,0,2,1,4,1,7,0,2010,Normal,221000
7,5,1984,1984,1190,900,0,2090,1,0,2,0,3,1,6,219,2007,Normal,207500
7,6,2007,2007,874,887,0,1761,0,0,3,0,3,1,7,144,2007,Partial,227875
7,5,2004,2004,551,551,0,1102,0,0,2,1,2,1,4,0,2007,Normal,148800
8,6,2007,2007,1419,0,0,1419,1,0,2,0,2,1,7,140,2007,Partial,392000
6,5,2005,2006,1362,0,0,1362,0,0,2,0,2,1,6,192,2007,Normal,194700
6,5,2004,2004,848,0,0,848,1,0,1,0,1,1,3,149,2008,Normal,141000
10,6,1994,1995,2444,1872,0,4316,0,1,3,1,4,1,10,382,2007,Normal,755000
7,5,1989,1990,1210,1281,0,2519,1,0,2,1,4,1,9,320,2006,Normal,335000
5,6,1921,1968,1073,0,0,1073,0,0,1,0,2,1,4,0,2006,Abnorml,108480
5,6,1936,1950,927,472,0,1539,0,0,1,1,3,1,5,112,2009,Normal,141500
6,6,1987,1987,1112,0,0,1137,1,0,2,0,2,1,5,125,2006,Normal,176000
5,7,1921,1950,616,0,0,616,0,0,1,0,2,1,4,0,2006,Normal,89000
5,7,1952,1952,980,0,0,1148,0,1,1,0,2,1,6,0,2006,Normal,123500
5,8,1965,2009,894,0,0,894,1,0,1,0,3,1,5,416,2010,Normal,138500
7,5,2004,2004,1391,0,0,1391,0,0,2,0,2,1,5,156,2008,Normal,196000
8,5,2002,2002,1800,0,0,1800,1,0,2,0,3,1,7,270,2006,Normal,312500
7,5,1969,1969,1164,0,0,1164,0,0,1,1,3,1,6,0,2006,Normal,140000
8,5,2006,2006,1234,1312,0,2576,0,0,2,1,4,1,10,324,2006,Partial,361919
5,9,1900,1996,360,780,0,1812,0,0,2,0,4,2,8,344,2010,Normal,140000
7,5,2004,2005,1473,0,0,1484,1,0,2,0,3,1,7,0,2010,Normal,213000
4,5,1930,1950,0,720,0,1092,0,0,2,0,3,2,7,0,2010,Normal,55000
7,5,1971,2002,1643,0,0,1824,1,0,2,0,2,1,5,380,2007,Normal,302000
8,5,2006,2006,1324,0,0,1324,1,0,2,0,2,1,6,192,2009,Normal,254000
7,5,2007,2007,728,728,0,1456,0,0,2,1,3,1,8,100,2007,Partial,179540
5,7,1966,1966,876,0,0,904,0,0,1,0,3,1,6,0,2008,Abnorml,109900
3,6,1935,2003,270,0,0,729,0,0,1,0,2,1,5,0,2008,Normal,52000
4,7,1900,1950,859,319,0,1178,0,0,1,0,2,1,7,68,2010,Abnorml,102776
8,5,1988,1989,1228,0,0,1228,1,0,2,0,2,1,5,168,2008,Normal,189000
4,5,1970,1970,960,0,0,960,1,0,1,0,3,1,6,0,2006,Normal,129000
6,8,1976,2005,725,754,0,1479,0,0,2,1,3,1,6,0,2010,Normal,130500
6,5,1974,1974,1064,0,0,1350,0,0,2,0,3,1,7,0,2009,Normal,165000
7,8,1890,1998,718,978,0,2554,0,0,1,1,3,1,8,0,2007,Normal,159500
5,6,1973,2000,1176,0,0,1178,0,1,1,1,3,1,5,224,2008,Normal,157000
7,5,1993,1994,1311,1093,0,2418,1,0,2,1,3,1,9,250,2008,Normal,341000
5,6,1969,1969,971,0,0,971,0,0,1,1,3,1,5,0,2006,Normal,128500
8,5,1985,1985,1742,0,0,1742,1,0,2,0,2,1,5,114,2006,Normal,275000
6,5,2004,2004,848,0,0,848,1,0,1,0,1,1,3,160,2010,Normal,143000
4,7,1970,1970,864,0,0,864,0,0,1,0,3,1,5,0,2009,Normal,124500
4,6,1954,1972,941,473,0,1470,0,0,2,0,4,1,7,0,2008,Normal,135000
9,5,2007,2008,1698,0,0,1698,1,0,2,0,3,1,8,327,2009,Normal,320000
4,6,1970,1970,864,0,0,864,0,0,1,0,3,1,5,96,2009,Normal,120500
6,9,1988,2007,880,0,0,1680,1,0,2,0,3,1,5,292,2009,Normal,222000
7,5,2007,2007,1232,0,0,1232,1,0,2,0,2,1,6,132,2009,Normal,194500
5,5,1958,1958,1584,0,0,1776,1,0,2,0,4,2,9,0,2009,Abnorml,110000
4,5,1925,1950,780,0,360,1208,0,0,1,0,2,1,5,0,2009,Normal,103000
8,5,1995,1996,1595,0,0,1616,1,0,2,0,2,1,5,237,2010,Normal,236500
7,5,2003,2003,868,0,0,1146,1,0,2,0,3,1,6,160,2007,Normal,187500
7,5,1998,1999,1153,878,0,2031,0,0,2,1,3,1,8,192,2008,Normal,222500
5,6,1961,1983,864,0,0,1144,1,0,1,0,3,1,6,165,2009,Normal,131400
5,5,1968,1968,948,0,0,948,0,0,1,0,3,1,6,147,2007,Family,108000
7,7,1914,1970,880,888,0,1768,0,0,1,1,2,1,6,0,2006,Normal,163000
3,4,1950,1950,0,0,0,1040,0,0,2,0,2,2,6,0,2006,Normal,93500
8,5,2005,2005,893,900,0,1801,0,0,2,1,3,1,8,0,2006,Normal,239900
5,5,1987,1988,1200,0,0,1200,3,0,3,0,3,1,5,120,2009,Alloca,179000
7,5,2004,2004,864,864,0,1728,0,0,2,1,3,1,7,187,2009,Normal,190000
5,7,1910,2002,264,664,0,1432,0,0,2,0,2,1,7,270,2007,Abnorml,132000
6,8,1961,1996,912,0,0,912,1,1,1,0,3,1,5,168,2008,Normal,142000
7,5,2000,2001,1349,0,0,1349,0,0,2,0,3,1,6,120,2007,Normal,179000
5,6,1963,1999,520,0,0,1464,0,1,2,0,3,1,6,302,2009,Normal,175000
8,5,1993,1993,1337,0,0,1337,1,0,2,0,2,1,5,96,2008,Normal,180000
8,9,1976,1996,1142,1540,0,2715,0,1,3,1,4,1,11,0,2008,Normal,299800
7,5,2000,2000,952,1276,0,2256,0,0,2,1,4,1,8,224,2009,Normal,236000
7,7,1880,2003,1240,1320,0,2640,0,0,1,1,4,1,8,181,2009,Normal,265979
7,5,1996,1996,1720,0,0,1720,1,0,2,0,3,1,7,240,2010,Normal,260400
4,3,1945,1950,0,441,0,1529,0,0,2,0,4,1,9,92,2009,Normal,98000
4,7,1910,2004,576,348,0,1140,0,0,1,0,3,1,7,0,2010,Normal,96500
7,5,2003,2003,660,660,0,1320,0,0,2,1,3,1,6,0,2007,Normal,162000
6,5,1997,1997,1479,0,0,1494,1,0,2,0,3,1,6,168,2006,Normal,217000
8,5,2005,2005,1030,1060,0,2098,0,0,2,1,3,1,8,192,2006,Normal,275500
6,8,1969,2005,1026,0,0,1026,1,0,1,0,3,1,5,171,2009,Normal,156000
6,5,1999,1999,729,729,0,1471,0,0,2,1,3,1,6,0,2009,Normal,172500
8,5,2007,2007,866,902,0,1768,0,0,2,1,3,1,7,144,2009,Normal,212000
6,5,1978,1978,672,714,0,1386,0,0,2,1,3,1,6,335,2010,Abnorml,158900
7,5,1999,1999,744,744,0,1501,0,0,2,1,3,1,6,0,2008,Normal,179400
8,5,1995,1995,1318,1203,0,2531,0,0,2,1,4,1,9,222,2007,Normal,290000
6,6,1959,1959,864,0,0,864,0,0,1,0,2,1,5,0,2009,Normal,127500
5,5,1924,1950,1145,0,0,1301,0,0,1,0,2,1,5,0,2009,Normal,100000
7,5,2009,2009,756,783,0,1547,0,0,2,1,3,1,7,169,2010,Normal,215200
8,5,1999,1999,1252,1097,0,2365,1,0,2,1,3,1,8,0,2009,Normal,337000
8,5,1995,1996,1494,0,0,1494,1,0,1,1,2,1,6,0,2006,Normal,270000
9,5,2008,2008,1498,0,0,1506,0,0,2,0,2,1,6,0,2008,Partial,264132
7,5,1988,1988,980,734,0,1714,0,0,2,1,3,1,7,228,2010,Normal,196500
6,7,1940,1985,983,767,0,1750,1,0,2,0,4,1,7,245,2008,Normal,160000
7,5,2004,2005,1860,0,0,1836,0,0,2,0,3,1,8,120,2006,Normal,216837
8,5,2003,2003,1650,1589,0,3279,1,0,3,1,4,1,12,503,2010,Normal,538000
5,5,1982,1982,858,0,0,858,1,0,1,0,2,1,5,120,2009,Normal,134900
4,5,1951,1951,836,0,0,1220,0,0,1,0,2,1,6,0,2006,Normal,102000
6,5,1976,1976,1029,0,0,1117,1,0,1,0,3,1,6,144,2010,Abnorml,107000
5,5,1958,1958,912,0,0,912,0,0,1,0,2,1,5,0,2007,Normal,114500
8,5,2006,2006,1935,0,0,1973,0,0,2,0,3,1,9,315,2007,Partial,395000
6,5,1998,1998,1204,0,0,1204,1,0,2,0,2,1,5,0,2009,Normal,162000
7,5,2005,2006,1614,0,0,1614,0,0,2,0,3,1,7,144,2006,Partial,221500
5,5,1974,1974,864,0,0,894,1,0,1,0,3,1,5,241,2006,Normal,142500
5,5,1977,1977,0,0,0,2020,0,0,2,0,4,2,10,0,2007,Normal,144000
6,5,1977,1977,975,0,0,1004,1,0,1,0,2,1,4,0,2006,Normal,135000
7,5,1995,1996,1237,0,0,1253,0,0,2,0,3,1,6,220,2007,Normal,176000
6,5,1992,1992,761,793,0,1603,0,0,2,1,3,1,7,0,2006,Normal,175900
7,5,2001,2002,1413,0,0,1430,0,0,2,0,3,1,6,0,2009,Normal,187100
5,6,1978,1978,1097,0,0,1110,1,0,1,0,1,1,4,303,2009,Normal,165500
6,6,1914,2001,742,742,0,1484,0,0,2,0,3,1,9,0,2008,Normal,128000
6,5,1967,1967,1372,0,0,1342,0,0,2,0,3,1,7,0,2009,Normal,161500
5,6,1915,1950,686,686,0,1652,1,0,2,0,4,1,7,0,2010,Normal,139000
7,5,2004,2004,956,1128,0,2084,1,0,2,1,4,1,8,0,2010,Normal,233000
4,7,1954,2000,901,0,0,901,0,0,1,0,2,1,4,0,2008,Normal,107900
6,8,1966,2007,832,1111,0,2087,0,0,2,1,5,1,9,133,2007,Normal,187500
7,5,2005,2006,1145,0,0,1145,0,0,2,0,2,1,5,100,2009,Normal,160200
6,5,1976,1976,1029,0,0,1062,1,0,1,0,3,1,5,120,2007,Normal,146800
7,5,1996,1997,1117,886,0,2013,1,0,2,1,3,1,8,180,2007,Normal,269790
8,5,2007,2007,1496,0,0,1496,0,0,2,0,3,1,7,168,2007,Partial,225000
7,5,1994,1996,712,809,0,1895,0,0,2,1,3,1,7,143,2008,Normal,194500
6,6,1980,1981,650,676,0,1564,0,0,2,1,3,1,7,0,2010,Normal,171000
6,5,1977,1977,660,0,0,1285,0,0,1,1,3,1,7,138,2007,Normal,143500
5,5,1953,1953,773,0,0,773,0,0,1,0,2,1,4,0,2008,Abnorml,110000
9,5,2008,2009,1926,1174,0,3140,0,0,3,1,4,1,11,144,2009,Partial,485000
5,7,1937,1950,731,787,0,1768,1,0,1,1,3,1,7,0,2007,Normal,175000
6,5,1997,1997,616,1072,0,1688,1,0,2,1,4,1,8,403,2008,Normal,200000
4,7,1916,1990,1196,0,0,1196,1,0,1,0,2,1,5,0,2007,Normal,109900
7,5,2005,2005,728,728,0,1456,1,0,2,1,3,1,7,36,2008,Normal,189000
9,5,2008,2009,1734,1088,0,2822,0,0,3,1,4,1,12,52,2009,Partial,582933
5,5,1954,1954,936,0,0,1128,0,0,1,0,2,1,5,0,2006,Family,118000
7,5,2008,2008,1417,0,0,1428,0,0,2,0,3,1,6,0,2008,Partial,227680
5,5,1967,1967,980,0,0,980,0,0,2,0,3,1,6,68,2006,Normal,135500
5,6,1923,2004,1324,504,0,1576,2,0,1,1,3,1,6,0,2009,Normal,223500
5,5,1966,1966,1024,0,0,1086,1,0,1,0,3,1,6,0,2006,Normal,159950
5,5,1898,1965,849,1063,0,2138,0,0,2,0,2,3,11,40,2009,Normal,106000
6,6,1974,1999,1040,0,0,1309,1,0,1,1,3,1,5,265,2006,Normal,181000
6,5,2004,2004,848,0,0,848,1,0,1,0,1,1,4,140,2008,Normal,144500
5,5,1952,1952,540,0,0,1044,0,0,1,0,2,1,4,0,2010,Alloca,55993
6,6,1958,1958,1442,0,0,1442,0,0,1,1,4,1,7,0,2007,Normal,157900
5,7,1918,1950,686,564,0,1250,0,1,1,1,3,1,7,207,2006,Normal,116000
7,5,1998,1998,1649,0,0,1661,0,0,2,0,3,1,6,0,2010,Normal,224900
5,6,1954,1954,1008,0,0,1008,0,0,1,0,2,1,4,0,2006,Normal,137000
8,5,2002,2002,1568,0,0,1689,1,0,2,0,3,1,7,150,2008,Normal,271000
6,7,1971,1971,1010,0,0,1052,1,0,1,0,3,1,6,0,2010,Normal,155000
7,5,2009,2010,1358,0,0,1358,1,0,2,0,2,1,6,192,2010,Partial,224000
7,5,2003,2003,798,842,0,1640,0,0,2,1,3,1,6,0,2008,Normal,183000
4,4,1953,1953,936,0,0,936,0,0,1,0,2,1,4,0,2009,Normal,93000
7,5,2003,2003,847,886,0,1733,0,0,2,1,3,1,7,100,2007,Family,225000
6,7,1940,1950,778,545,0,1489,0,0,2,0,3,1,7,335,2009,Normal,139500
8,5,2006,2006,1489,0,0,1489,0,0,2,0,3,1,7,0,2006,Partial,232600
10,5,2007,2008,2078,0,0,2084,1,0,2,0,2,1,7,188,2008,Partial,385000
5,6,1924,1950,784,0,0,784,1,0,1,0,2,1,5,0,2008,Normal,109500
7,5,2001,2001,1454,0,0,1434,0,0,2,0,3,1,6,290,2009,Normal,189000
5,5,1967,1967,1013,966,0,2126,0,1,2,1,3,1,7,486,2009,Abnorml,185000
7,5,2005,2005,600,623,80,1223,0,0,2,1,2,1,4,0,2006,Normal,147400
6,5,1957,1957,1392,0,0,1392,1,0,1,1,3,1,6,0,2008,Normal,166000
7,5,2005,2005,600,600,80,1200,0,0,2,1,2,1,4,0,2006,Normal,151000
7,6,2003,2003,941,888,0,1829,1,0,2,1,3,1,7,192,2010,Normal,237000
6,6,1964,1964,1516,0,0,1516,0,0,1,1,3,1,6,0,2009,Normal,167000
5,6,1961,1961,1144,0,0,1144,1,0,1,0,3,1,6,0,2008,Normal,139950
4,7,1950,1995,1067,0,0,1067,0,0,2,0,2,1,4,290,2010,Normal,128000
5,6,1948,1973,1559,0,0,1559,1,0,1,0,2,1,5,0,2007,Normal,153500
6,5,1973,1973,483,504,0,987,1,0,1,1,2,1,5,0,2008,Normal,100000
5,6,1995,2006,1099,0,0,1099,0,0,1,1,3,1,6,278,2008,Normal,144000
5,6,1946,1995,768,432,0,1200,0,0,1,0,3,1,6,0,2008,Normal,130500
6,8,1925,1950,672,672,0,1482,0,0,2,0,4,1,7,0,2008,Normal,140000
5,8,1904,2002,650,581,0,1539,0,0,2,0,3,1,8,70,2008,Normal,157500
6,7,1966,1966,1127,0,0,1165,1,0,1,1,3,1,6,0,2008,Normal,174900
5,4,1961,1961,1800,0,0,1800,0,0,2,0,6,2,10,0,2007,Normal,141000
5,8,1915,1950,876,540,0,1416,0,0,1,1,4,1,7,418,2008,Normal,153900
5,5,1975,1981,1390,0,0,1701,1,0,2,0,3,1,6,0,2007,Normal,171000
7,5,1993,1993,740,769,0,1775,1,0,2,1,3,1,7,234,2009,Normal,213000
5,6,1972,1972,864,0,0,864,1,0,1,0,3,1,5,0,2009,Normal,133500
6,8,1908,1997,907,1051,0,2358,0,0,3,0,5,1,10,486,2008,Normal,240000
6,7,1976,1994,528,761,0,1855,0,0,2,1,3,1,7,113,2007,Normal,187000
6,5,2003,2003,848,0,0,848,1,0,1,0,1,1,3,140,2007,Normal,131500
8,5,2003,2003,1273,0,0,1456,0,0,2,0,2,1,7,143,2006,Normal,215000
7,5,1941,1950,918,728,0,1646,0,0,2,0,4,1,7,0,2007,Normal,164000
6,6,1964,1964,1127,0,0,1445,0,0,1,1,3,1,7,180,2009,Normal,158000
5,4,1955,1974,1763,0,0,1779,1,0,1,1,3,1,6,0,2006,Abnorml,170000
5,8,1962,2010,1040,0,0,1040,1,0,1,1,3,1,6,0,2010,Normal,127000
6,6,1978,1978,940,0,0,1026,1,0,1,0,3,1,5,0,2008,Normal,147000
6,5,1994,1995,702,779,0,1481,0,0,2,1,3,1,6,0,2009,Normal,174000
7,5,1976,1976,1090,0,0,1370,0,0,2,0,3,1,6,0,2009,Family,152000
6,7,1968,1984,1054,1142,0,2654,1,0,2,1,4,1,9,0,2006,Normal,250000
7,8,1918,1998,912,514,0,1426,0,0,1,1,3,1,7,0,2007,Normal,189950
5,4,1965,1965,1039,0,0,1039,1,0,1,1,3,1,6,0,2010,Normal,131500
6,5,1984,1985,1040,0,0,1097,0,0,2,0,3,1,6,0,2010,Normal,152000
5,5,1959,1959,1148,0,0,1148,1,0,1,0,3,1,6,0,2009,Normal,132500
7,5,2007,2008,1372,0,0,1372,0,0,2,0,3,1,6,0,2008,Partial,250580
5,6,1970,1970,1002,0,0,1002,1,0,1,0,3,1,5,0,2009,Normal,148500
8,5,2006,2007,1638,0,0,1646,0,0,2,0,3,1,6,192,2007,Partial,248900
4,5,1961,1961,1040,0,0,1120,1,0,1,1,3,1,5,168,2007,Normal,129000
5,6,1948,1950,0,720,53,2320,0,0,2,0,2,1,7,120,2006,Normal,169000
7,5,1993,1994,1050,887,0,1949,1,0,2,1,3,1,8,156,2010,Normal,236000
5,5,1962,1962,894,0,0,894,0,0,1,0,2,1,5,0,2009,Normal,109500
6,5,1998,1998,804,878,0,1682,0,0,2,1,3,1,7,0,2010,Normal,200500
5,7,1953,1996,105,0,0,910,0,0,1,0,3,1,5,196,2008,Normal,116000
5,7,1949,1950,832,0,232,1268,0,0,1,0,3,1,6,0,2009,Normal,133000
5,6,1941,1950,676,455,0,1131,0,0,1,1,3,1,5,26,2009,Abnorml,66500
8,5,2007,2007,1184,1426,0,2610,0,0,2,1,4,1,11,208,2007,Partial,303477
4,5,1963,1963,1064,0,0,1040,1,0,1,0,3,1,5,0,2007,Normal,132250
9,5,2004,2005,1462,762,0,2224,1,0,2,1,4,1,10,184,2009,Normal,350000
5,7,1961,1995,1109,0,0,1155,1,0,1,0,3,1,6,192,2010,Normal,148000
5,8,1978,2005,864,0,0,864,1,0,1,0,3,1,6,0,2009,Normal,136500
5,5,2005,2006,1090,0,0,1090,1,0,1,1,2,1,5,0,2007,Normal,157000
7,5,1990,1991,1156,530,0,1717,0,0,2,1,3,1,7,168,2007,Normal,187500
6,5,1992,1993,808,785,0,1593,0,0,2,1,3,1,7,342,2009,Normal,178000
4,5,1912,1950,795,795,481,2230,1,0,1,0,5,1,10,0,2006,Normal,118500
5,5,1967,1967,892,0,0,892,0,0,1,0,3,1,5,0,2009,Normal,100000
9,5,1999,2000,1698,0,0,1709,1,0,2,0,2,1,5,97,2008,Abnorml,328900
5,5,1959,2005,1626,0,0,1712,0,0,2,0,4,2,8,272,2006,Family,145000
5,7,1955,1955,816,521,0,1393,0,0,1,1,3,1,8,121,2008,Normal,135500
8,6,1970,1970,2217,0,0,2217,1,0,2,0,4,1,8,81,2007,Normal,268000
6,4,1953,1953,1505,0,0,1505,1,0,1,0,2,1,6,0,2009,Normal,149500
5,7,1949,2006,672,252,0,924,0,0,1,0,3,1,6,0,2007,Normal,122900
6,5,1978,1978,918,765,0,1683,0,0,2,1,3,1,7,243,2009,Normal,172500
6,8,1963,2003,1059,0,0,1068,0,1,1,0,3,1,6,192,2006,Normal,154500
5,5,1954,1954,1383,0,0,1383,1,0,1,0,3,1,6,511,2008,Normal,165000
5,5,1979,1979,0,0,0,1535,0,0,2,0,4,2,8,0,2009,Alloca,118858
6,5,1963,1963,780,813,0,1796,1,0,1,1,4,1,8,0,2008,Normal,140000
4,6,1936,1950,951,0,0,951,0,0,1,0,2,1,6,0,2006,Abnorml,106500
5,5,1979,1979,0,1120,0,2240,0,0,2,0,6,2,12,154,2009,Alloca,142953
9,5,2009,2010,2330,0,0,2364,1,0,2,1,2,1,11,0,2010,Partial,611657
5,7,1961,1994,912,0,0,1236,0,0,1,0,3,1,6,0,2006,Normal,135000
4,6,1971,1971,858,0,0,858,0,0,1,0,2,1,4,0,2007,Normal,110000
5,7,1957,2000,992,0,0,1306,1,0,1,0,2,1,5,0,2009,Normal,153000
7,5,2003,2003,783,702,0,1509,0,0,2,1,3,1,8,0,2006,Normal,180000
7,5,2006,2006,1670,0,0,1670,0,0,2,0,3,1,7,144,2006,Partial,240000
5,6,1967,1967,876,0,0,902,0,0,1,0,3,1,6,0,2007,Normal,125500
5,5,1954,1954,1056,0,0,1063,1,0,1,0,3,1,6,0,2010,Normal,128000
8,5,2006,2006,1623,0,0,1636,1,0,2,0,3,1,8,0,2007,Normal,255000
